Date,Location,Results,Layer,Latitude,Longitude
2006-03-19,Canada,2752.0,Nation,61.0666922,-107.9917071
2006-03-26,Canada,2326.0,Nation,61.0666922,-107.9917071
2006-04-02,Canada,2169.0,Nation,61.0666922,-107.9917071
2006-04-09,Canada,1854.0,Nation,61.0666922,-107.9917071
2006-04-16,Canada,1769.0,Nation,61.0666922,-107.9917071
2006-04-23,Canada,1632.0,Nation,61.0666922,-107.9917071
2006-04-30,Canada,1445.0,Nation,61.0666922,-107.9917071
2006-05-07,Canada,1276.0,Nation,61.0666922,-107.9917071
2006-05-14,Canada,1173.0,Nation,61.0666922,-107.9917071
2006-05-21,Canada,1172.0,Nation,61.0666922,-107.9917071
2006-05-28,Canada,1078.0,Nation,61.0666922,-107.9917071
2006-06-04,Canada,940.0,Nation,61.0666922,-107.9917071
2006-06-11,Canada,951.0,Nation,61.0666922,-107.9917071
2006-06-18,Canada,858.0,Nation,61.0666922,-107.9917071
2006-06-25,Canada,752.0,Nation,61.0666922,-107.9917071
2006-07-02,Canada,785.0,Nation,61.0666922,-107.9917071
2006-07-09,Canada,786.0,Nation,61.0666922,-107.9917071
2006-07-16,Canada,724.0,Nation,61.0666922,-107.9917071
2006-07-23,Canada,707.0,Nation,61.0666922,-107.9917071
2006-07-30,Canada,744.0,Nation,61.0666922,-107.9917071
2006-08-06,Canada,736.0,Nation,61.0666922,-107.9917071
2006-08-13,Canada,774.0,Nation,61.0666922,-107.9917071
2006-08-20,Canada,752.0,Nation,61.0666922,-107.9917071
2006-08-27,Canada,801.0,Nation,61.0666922,-107.9917071
2006-09-03,Canada,931.0,Nation,61.0666922,-107.9917071
2006-09-10,Canada,1118.0,Nation,61.0666922,-107.9917071
2006-09-17,Canada,1427.0,Nation,61.0666922,-107.9917071
2006-09-24,Canada,1627.0,Nation,61.0666922,-107.9917071
2006-10-01,Canada,1770.0,Nation,61.0666922,-107.9917071
2006-10-08,Canada,1758.0,Nation,61.0666922,-107.9917071
2006-10-15,Canada,1864.0,Nation,61.0666922,-107.9917071
2006-10-22,Canada,2003.0,Nation,61.0666922,-107.9917071
2006-10-29,Canada,2048.0,Nation,61.0666922,-107.9917071
2006-11-05,Canada,2088.0,Nation,61.0666922,-107.9917071
2006-11-12,Canada,2228.0,Nation,61.0666922,-107.9917071
2006-11-19,Canada,2334.0,Nation,61.0666922,-107.9917071
2006-11-26,Canada,2418.0,Nation,61.0666922,-107.9917071
2006-12-03,Canada,2520.0,Nation,61.0666922,-107.9917071
2006-12-10,Canada,2717.0,Nation,61.0666922,-107.9917071
2006-12-17,Canada,3008.0,Nation,61.0666922,-107.9917071
2006-12-24,Canada,3302.0,Nation,61.0666922,-107.9917071
2006-12-31,Canada,3722.0,Nation,61.0666922,-107.9917071
2007-01-07,Canada,3099.0,Nation,61.0666922,-107.9917071
2007-01-14,Canada,2748.0,Nation,61.0666922,-107.9917071
2007-01-21,Canada,2844.0,Nation,61.0666922,-107.9917071
2007-01-28,Canada,2965.0,Nation,61.0666922,-107.9917071
2007-02-04,Canada,3309.0,Nation,61.0666922,-107.9917071
2007-02-11,Canada,3456.0,Nation,61.0666922,-107.9917071
2007-02-18,Canada,3340.0,Nation,61.0666922,-107.9917071
2007-02-25,Canada,3006.0,Nation,61.0666922,-107.9917071
2007-03-04,Canada,2845.0,Nation,61.0666922,-107.9917071
2007-03-11,Canada,2311.0,Nation,61.0666922,-107.9917071
2007-03-18,Canada,1847.0,Nation,61.0666922,-107.9917071
2007-03-25,Canada,1618.0,Nation,61.0666922,-107.9917071
2007-04-01,Canada,1588.0,Nation,61.0666922,-107.9917071
2007-04-08,Canada,1744.0,Nation,61.0666922,-107.9917071
2007-04-15,Canada,1513.0,Nation,61.0666922,-107.9917071
2007-04-22,Canada,1326.0,Nation,61.0666922,-107.9917071
2007-04-29,Canada,1258.0,Nation,61.0666922,-107.9917071
2007-05-06,Canada,1188.0,Nation,61.0666922,-107.9917071
2007-05-13,Canada,1054.0,Nation,61.0666922,-107.9917071
2007-05-20,Canada,920.0,Nation,61.0666922,-107.9917071
2007-05-27,Canada,947.0,Nation,61.0666922,-107.9917071
2007-06-03,Canada,760.0,Nation,61.0666922,-107.9917071
2007-06-10,Canada,776.0,Nation,61.0666922,-107.9917071
2007-06-17,Canada,783.0,Nation,61.0666922,-107.9917071
2007-06-24,Canada,770.0,Nation,61.0666922,-107.9917071
2007-07-01,Canada,743.0,Nation,61.0666922,-107.9917071
2007-07-08,Canada,778.0,Nation,61.0666922,-107.9917071
2007-07-15,Canada,616.0,Nation,61.0666922,-107.9917071
2007-07-22,Canada,635.0,Nation,61.0666922,-107.9917071
2007-07-29,Canada,588.0,Nation,61.0666922,-107.9917071
2007-08-05,Canada,648.0,Nation,61.0666922,-107.9917071
2007-08-12,Canada,590.0,Nation,61.0666922,-107.9917071
2007-08-19,Canada,668.0,Nation,61.0666922,-107.9917071
2007-08-26,Canada,740.0,Nation,61.0666922,-107.9917071
2007-09-02,Canada,832.0,Nation,61.0666922,-107.9917071
2007-09-09,Canada,933.0,Nation,61.0666922,-107.9917071
2007-09-16,Canada,1274.0,Nation,61.0666922,-107.9917071
2007-09-23,Canada,1379.0,Nation,61.0666922,-107.9917071
2007-09-30,Canada,1465.0,Nation,61.0666922,-107.9917071
2007-10-07,Canada,1340.0,Nation,61.0666922,-107.9917071
2007-10-14,Canada,1513.0,Nation,61.0666922,-107.9917071
2007-10-21,Canada,1504.0,Nation,61.0666922,-107.9917071
2007-10-28,Canada,1628.0,Nation,61.0666922,-107.9917071
2007-11-04,Canada,1717.0,Nation,61.0666922,-107.9917071
2007-11-11,Canada,1896.0,Nation,61.0666922,-107.9917071
2007-11-18,Canada,1972.0,Nation,61.0666922,-107.9917071
2007-11-25,Canada,1911.0,Nation,61.0666922,-107.9917071
2007-12-02,Canada,1949.0,Nation,61.0666922,-107.9917071
2007-12-09,Canada,2156.0,Nation,61.0666922,-107.9917071
2007-12-16,Canada,2390.0,Nation,61.0666922,-107.9917071
2007-12-23,Canada,2883.0,Nation,61.0666922,-107.9917071
2007-12-30,Canada,3058.0,Nation,61.0666922,-107.9917071
2008-01-06,Canada,2728.0,Nation,61.0666922,-107.9917071
2008-01-13,Canada,2474.0,Nation,61.0666922,-107.9917071
2008-01-20,Canada,2494.0,Nation,61.0666922,-107.9917071
2008-01-27,Canada,2668.0,Nation,61.0666922,-107.9917071
2008-02-03,Canada,2826.0,Nation,61.0666922,-107.9917071
2008-02-10,Canada,2786.0,Nation,61.0666922,-107.9917071
2008-02-17,Canada,3010.0,Nation,61.0666922,-107.9917071
2008-02-24,Canada,3080.0,Nation,61.0666922,-107.9917071
2008-03-02,Canada,3052.0,Nation,61.0666922,-107.9917071
2008-03-09,Canada,2808.0,Nation,61.0666922,-107.9917071
2008-03-16,Canada,2520.0,Nation,61.0666922,-107.9917071
2008-03-23,Canada,2469.0,Nation,61.0666922,-107.9917071
2008-03-30,Canada,2365.0,Nation,61.0666922,-107.9917071
2008-04-06,Canada,2202.0,Nation,61.0666922,-107.9917071
2008-04-13,Canada,1874.0,Nation,61.0666922,-107.9917071
2008-04-20,Canada,1679.0,Nation,61.0666922,-107.9917071
2008-04-27,Canada,1419.0,Nation,61.0666922,-107.9917071
2008-05-04,Canada,1179.0,Nation,61.0666922,-107.9917071
2008-05-11,Canada,1089.0,Nation,61.0666922,-107.9917071
2008-05-18,Canada,1002.0,Nation,61.0666922,-107.9917071
2008-05-25,Canada,805.0,Nation,61.0666922,-107.9917071
2008-06-01,Canada,688.0,Nation,61.0666922,-107.9917071
2008-06-08,Canada,642.0,Nation,61.0666922,-107.9917071
2008-06-15,Canada,757.0,Nation,61.0666922,-107.9917071
2008-06-22,Canada,665.0,Nation,61.0666922,-107.9917071
2008-06-29,Canada,615.0,Nation,61.0666922,-107.9917071
2008-07-06,Canada,520.0,Nation,61.0666922,-107.9917071
2008-07-13,Canada,491.0,Nation,61.0666922,-107.9917071
2008-07-20,Canada,494.0,Nation,61.0666922,-107.9917071
2008-07-27,Canada,429.0,Nation,61.0666922,-107.9917071
2008-08-03,Canada,474.0,Nation,61.0666922,-107.9917071
2008-08-10,Canada,577.0,Nation,61.0666922,-107.9917071
2008-08-17,Canada,565.0,Nation,61.0666922,-107.9917071
2008-08-24,Canada,711.0,Nation,61.0666922,-107.9917071
2008-08-31,Canada,740.0,Nation,61.0666922,-107.9917071
2008-09-07,Canada,914.0,Nation,61.0666922,-107.9917071
2008-09-14,Canada,1205.0,Nation,61.0666922,-107.9917071
2008-09-21,Canada,1463.0,Nation,61.0666922,-107.9917071
2008-09-28,Canada,1422.0,Nation,61.0666922,-107.9917071
2008-10-05,Canada,1470.0,Nation,61.0666922,-107.9917071
2008-10-12,Canada,1473.0,Nation,61.0666922,-107.9917071
2008-10-19,Canada,1576.0,Nation,61.0666922,-107.9917071
2008-10-26,Canada,1642.0,Nation,61.0666922,-107.9917071
2008-11-02,Canada,1767.0,Nation,61.0666922,-107.9917071
2008-11-09,Canada,1977.0,Nation,61.0666922,-107.9917071
2008-11-16,Canada,1999.0,Nation,61.0666922,-107.9917071
2008-11-23,Canada,1947.0,Nation,61.0666922,-107.9917071
2008-11-30,Canada,2047.0,Nation,61.0666922,-107.9917071
2008-12-07,Canada,2101.0,Nation,61.0666922,-107.9917071
2008-12-14,Canada,2133.0,Nation,61.0666922,-107.9917071
2008-12-21,Canada,2246.0,Nation,61.0666922,-107.9917071
2008-12-28,Canada,2547.0,Nation,61.0666922,-107.9917071
2009-01-04,Canada,2596.0,Nation,61.0666922,-107.9917071
2009-01-11,Canada,2439.0,Nation,61.0666922,-107.9917071
2009-01-18,Canada,2475.0,Nation,61.0666922,-107.9917071
2009-01-25,Canada,2818.0,Nation,61.0666922,-107.9917071
2009-02-01,Canada,2951.0,Nation,61.0666922,-107.9917071
2009-02-08,Canada,3082.0,Nation,61.0666922,-107.9917071
2009-02-15,Canada,3308.0,Nation,61.0666922,-107.9917071
2009-02-22,Canada,3299.0,Nation,61.0666922,-107.9917071
2009-03-01,Canada,3057.0,Nation,61.0666922,-107.9917071
2009-03-08,Canada,2609.0,Nation,61.0666922,-107.9917071
2009-03-15,Canada,2294.0,Nation,61.0666922,-107.9917071
2009-03-22,Canada,2120.0,Nation,61.0666922,-107.9917071
2009-03-29,Canada,1844.0,Nation,61.0666922,-107.9917071
2009-04-05,Canada,1604.0,Nation,61.0666922,-107.9917071
2009-04-12,Canada,1542.0,Nation,61.0666922,-107.9917071
2009-04-19,Canada,1684.0,Nation,61.0666922,-107.9917071
2009-04-26,Canada,2342.0,Nation,61.0666922,-107.9917071
2009-05-03,Canada,2326.0,Nation,61.0666922,-107.9917071
2009-05-10,Canada,2247.0,Nation,61.0666922,-107.9917071
2009-05-17,Canada,1853.0,Nation,61.0666922,-107.9917071
2009-05-24,Canada,1661.0,Nation,61.0666922,-107.9917071
2009-05-31,Canada,1607.0,Nation,61.0666922,-107.9917071
2009-06-07,Canada,2116.0,Nation,61.0666922,-107.9917071
2009-06-14,Canada,1937.0,Nation,61.0666922,-107.9917071
2009-06-21,Canada,1563.0,Nation,61.0666922,-107.9917071
2009-06-28,Canada,1197.0,Nation,61.0666922,-107.9917071
2009-07-05,Canada,1199.0,Nation,61.0666922,-107.9917071
2009-07-12,Canada,1175.0,Nation,61.0666922,-107.9917071
2009-07-19,Canada,1137.0,Nation,61.0666922,-107.9917071
2009-07-26,Canada,1151.0,Nation,61.0666922,-107.9917071
2009-08-02,Canada,973.0,Nation,61.0666922,-107.9917071
2009-08-09,Canada,1015.0,Nation,61.0666922,-107.9917071
2009-08-16,Canada,1121.0,Nation,61.0666922,-107.9917071
2009-08-23,Canada,1309.0,Nation,61.0666922,-107.9917071
2009-08-30,Canada,1584.0,Nation,61.0666922,-107.9917071
2009-09-06,Canada,2071.0,Nation,61.0666922,-107.9917071
2009-09-13,Canada,2621.0,Nation,61.0666922,-107.9917071
2009-09-20,Canada,3360.0,Nation,61.0666922,-107.9917071
2009-09-27,Canada,3718.0,Nation,61.0666922,-107.9917071
2009-10-04,Canada,4154.0,Nation,61.0666922,-107.9917071
2009-10-11,Canada,5111.0,Nation,61.0666922,-107.9917071
2009-10-18,Canada,6799.0,Nation,61.0666922,-107.9917071
2009-10-25,Canada,9688.0,Nation,61.0666922,-107.9917071
2009-11-01,Canada,9630.0,Nation,61.0666922,-107.9917071
2009-11-08,Canada,6504.0,Nation,61.0666922,-107.9917071
2009-11-15,Canada,4316.0,Nation,61.0666922,-107.9917071
2009-11-22,Canada,3055.0,Nation,61.0666922,-107.9917071
2009-11-29,Canada,2489.0,Nation,61.0666922,-107.9917071
2009-12-06,Canada,2134.0,Nation,61.0666922,-107.9917071
2009-12-13,Canada,2077.0,Nation,61.0666922,-107.9917071
2009-12-20,Canada,1957.0,Nation,61.0666922,-107.9917071
2009-12-27,Canada,2199.0,Nation,61.0666922,-107.9917071
2010-01-03,Canada,2176.0,Nation,61.0666922,-107.9917071
2010-01-10,Canada,1683.0,Nation,61.0666922,-107.9917071
2010-01-17,Canada,1695.0,Nation,61.0666922,-107.9917071
2010-01-24,Canada,1619.0,Nation,61.0666922,-107.9917071
2010-01-31,Canada,1757.0,Nation,61.0666922,-107.9917071
2010-02-07,Canada,1736.0,Nation,61.0666922,-107.9917071
2010-02-14,Canada,1717.0,Nation,61.0666922,-107.9917071
2010-02-21,Canada,1751.0,Nation,61.0666922,-107.9917071
2010-02-28,Canada,1748.0,Nation,61.0666922,-107.9917071
2010-03-07,Canada,1725.0,Nation,61.0666922,-107.9917071
2010-03-14,Canada,1523.0,Nation,61.0666922,-107.9917071
2010-03-21,Canada,1404.0,Nation,61.0666922,-107.9917071
2010-03-28,Canada,1255.0,Nation,61.0666922,-107.9917071
2010-04-04,Canada,1160.0,Nation,61.0666922,-107.9917071
2010-04-11,Canada,1077.0,Nation,61.0666922,-107.9917071
2010-04-18,Canada,1005.0,Nation,61.0666922,-107.9917071
2010-04-25,Canada,966.0,Nation,61.0666922,-107.9917071
2010-05-02,Canada,854.0,Nation,61.0666922,-107.9917071
2010-05-09,Canada,868.0,Nation,61.0666922,-107.9917071
2010-05-16,Canada,833.0,Nation,61.0666922,-107.9917071
2010-05-23,Canada,715.0,Nation,61.0666922,-107.9917071
2010-05-30,Canada,641.0,Nation,61.0666922,-107.9917071
2010-06-06,Canada,570.0,Nation,61.0666922,-107.9917071
2010-06-13,Canada,592.0,Nation,61.0666922,-107.9917071
2010-06-20,Canada,546.0,Nation,61.0666922,-107.9917071
2010-06-27,Canada,445.0,Nation,61.0666922,-107.9917071
2010-07-04,Canada,561.0,Nation,61.0666922,-107.9917071
2010-07-11,Canada,451.0,Nation,61.0666922,-107.9917071
2010-07-18,Canada,462.0,Nation,61.0666922,-107.9917071
2010-07-25,Canada,481.0,Nation,61.0666922,-107.9917071
2010-08-01,Canada,468.0,Nation,61.0666922,-107.9917071
2010-08-08,Canada,442.0,Nation,61.0666922,-107.9917071
2010-08-15,Canada,506.0,Nation,61.0666922,-107.9917071
2010-08-22,Canada,569.0,Nation,61.0666922,-107.9917071
