Date,Location,Results,Layer,Latitude,Longitude
2008-06-08,Argentina,343.0,State,-34.9964963,-64.9672817
2008-06-15,Argentina,381.0,State,-34.9964963,-64.9672817
2008-06-22,Argentina,411.0,State,-34.9964963,-64.9672817
2008-06-29,Argentina,372.0,State,-34.9964963,-64.9672817
2008-07-06,Argentina,371.0,State,-34.9964963,-64.9672817
2008-07-13,Argentina,319.0,State,-34.9964963,-64.9672817
2008-07-20,Argentina,261.0,State,-34.9964963,-64.9672817
2008-07-27,Argentina,216.0,State,-34.9964963,-64.9672817
2008-08-03,Argentina,201.0,State,-34.9964963,-64.9672817
2008-08-10,Argentina,220.0,State,-34.9964963,-64.9672817
2008-08-17,Argentina,210.0,State,-34.9964963,-64.9672817
2008-08-24,Argentina,206.0,State,-34.9964963,-64.9672817
2008-08-31,Argentina,193.0,State,-34.9964963,-64.9672817
2008-09-07,Argentina,191.0,State,-34.9964963,-64.9672817
2008-09-14,Argentina,189.0,State,-34.9964963,-64.9672817
2008-09-21,Argentina,190.0,State,-34.9964963,-64.9672817
2008-09-28,Argentina,179.0,State,-34.9964963,-64.9672817
2008-10-05,Argentina,182.0,State,-34.9964963,-64.9672817
2008-10-12,Argentina,157.0,State,-34.9964963,-64.9672817
2008-10-19,Argentina,162.0,State,-34.9964963,-64.9672817
2008-10-26,Argentina,154.0,State,-34.9964963,-64.9672817
2008-11-02,Argentina,154.0,State,-34.9964963,-64.9672817
2008-11-09,Argentina,138.0,State,-34.9964963,-64.9672817
2008-11-16,Argentina,133.0,State,-34.9964963,-64.9672817
2008-11-23,Argentina,112.0,State,-34.9964963,-64.9672817
2008-11-30,Argentina,102.0,State,-34.9964963,-64.9672817
2008-12-07,Argentina,102.0,State,-34.9964963,-64.9672817
2008-12-14,Argentina,102.0,State,-34.9964963,-64.9672817
2008-12-21,Argentina,84.0,State,-34.9964963,-64.9672817
2008-12-28,Argentina,89.0,State,-34.9964963,-64.9672817
2009-01-04,Argentina,98.0,State,-34.9964963,-64.9672817
2009-01-11,Argentina,88.0,State,-34.9964963,-64.9672817
2009-01-18,Argentina,90.0,State,-34.9964963,-64.9672817
2009-01-25,Argentina,89.0,State,-34.9964963,-64.9672817
2009-02-01,Argentina,88.0,State,-34.9964963,-64.9672817
2009-02-08,Argentina,86.0,State,-34.9964963,-64.9672817
2009-02-15,Argentina,84.0,State,-34.9964963,-64.9672817
2009-02-22,Argentina,91.0,State,-34.9964963,-64.9672817
2009-03-01,Argentina,89.0,State,-34.9964963,-64.9672817
2009-03-08,Argentina,98.0,State,-34.9964963,-64.9672817
2009-03-15,Argentina,119.0,State,-34.9964963,-64.9672817
2009-03-22,Argentina,118.0,State,-34.9964963,-64.9672817
2009-03-29,Argentina,113.0,State,-34.9964963,-64.9672817
2009-04-05,Argentina,117.0,State,-34.9964963,-64.9672817
2009-04-12,Argentina,129.0,State,-34.9964963,-64.9672817
2009-04-19,Argentina,138.0,State,-34.9964963,-64.9672817
2009-04-26,Argentina,154.0,State,-34.9964963,-64.9672817
2009-05-03,Argentina,166.0,State,-34.9964963,-64.9672817
2009-05-10,Argentina,164.0,State,-34.9964963,-64.9672817
2009-05-17,Argentina,166.0,State,-34.9964963,-64.9672817
2009-05-24,Argentina,190.0,State,-34.9964963,-64.9672817
2009-05-31,Argentina,232.0,State,-34.9964963,-64.9672817
2009-06-07,Argentina,308.0,State,-34.9964963,-64.9672817
2009-06-14,Argentina,399.0,State,-34.9964963,-64.9672817
2009-06-21,Argentina,431.0,State,-34.9964963,-64.9672817
2009-06-28,Argentina,442.0,State,-34.9964963,-64.9672817
2009-07-05,Argentina,324.0,State,-34.9964963,-64.9672817
2009-07-12,Argentina,238.0,State,-34.9964963,-64.9672817
2009-07-19,Argentina,158.0,State,-34.9964963,-64.9672817
2009-07-26,Argentina,170.0,State,-34.9964963,-64.9672817
2009-08-02,Argentina,153.0,State,-34.9964963,-64.9672817
2009-08-09,Argentina,149.0,State,-34.9964963,-64.9672817
2009-08-16,Argentina,159.0,State,-34.9964963,-64.9672817
2009-08-23,Argentina,166.0,State,-34.9964963,-64.9672817
2009-08-30,Argentina,150.0,State,-34.9964963,-64.9672817
2009-09-06,Argentina,144.0,State,-34.9964963,-64.9672817
2009-09-13,Argentina,145.0,State,-34.9964963,-64.9672817
2009-09-20,Argentina,145.0,State,-34.9964963,-64.9672817
2009-09-27,Argentina,149.0,State,-34.9964963,-64.9672817
2009-10-04,Argentina,142.0,State,-34.9964963,-64.9672817
2009-10-11,Argentina,144.0,State,-34.9964963,-64.9672817
2009-10-18,Argentina,141.0,State,-34.9964963,-64.9672817
2009-10-25,Argentina,141.0,State,-34.9964963,-64.9672817
2009-11-01,Argentina,125.0,State,-34.9964963,-64.9672817
2009-11-08,Argentina,123.0,State,-34.9964963,-64.9672817
2009-11-15,Argentina,117.0,State,-34.9964963,-64.9672817
2009-11-22,Argentina,97.0,State,-34.9964963,-64.9672817
2009-11-29,Argentina,88.0,State,-34.9964963,-64.9672817
2009-12-06,Argentina,83.0,State,-34.9964963,-64.9672817
